{'loss': 4.2593, 'grad_norm': 3.1843996047973633, 'learning_rate': 1e-05, 'epoch': 0.2}                        
{'loss': 0.0805, 'grad_norm': 0.9799867868423462, 'learning_rate': 4.56745623069001e-05, 'epoch': 44.38}       
{'loss': 0.0827, 'grad_norm': 1.5371687412261963, 'learning_rate': 4.541709577754892e-05, 'epoch': 44.58}      
{'loss': 0.0875, 'grad_norm': 1.084473967552185, 'learning_rate': 4.5159629248197736e-05, 'epoch': 44.78}      
{'loss': 0.0934, 'grad_norm': 1.2864530086517334, 'learning_rate': 4.490216271884655e-05, 'epoch': 44.98}      
{'loss': 0.0747, 'grad_norm': 1.0891598463058472, 'learning_rate': 4.4644696189495364e-05, 'epoch': 45.18}     
{'loss': 0.0793, 'grad_norm': 1.2387515306472778, 'learning_rate': 4.438722966014419e-05, 'epoch': 45.38}      
{'loss': 0.0824, 'grad_norm': 0.9315386414527893, 'learning_rate': 4.4129763130793e-05, 'epoch': 45.58}        
{'loss': 0.0842, 'grad_norm': 1.6107499599456787, 'learning_rate': 4.3872296601441815e-05, 'epoch': 45.78}     
{'loss': 0.0885, 'grad_norm': 1.316780924797058, 'learning_rate': 4.361483007209063e-05, 'epoch': 45.98}       
{'loss': 0.0723, 'grad_norm': 1.4673651456832886, 'learning_rate': 4.335736354273945e-05, 'epoch': 46.18}      
{'loss': 0.0803, 'grad_norm': 1.5985581874847412, 'learning_rate': 4.3099897013388266e-05, 'epoch': 46.39}     
{'loss': 0.0792, 'grad_norm': 0.7753061652183533, 'learning_rate': 4.2842430484037076e-05, 'epoch': 46.59}     
{'loss': 0.0857, 'grad_norm': 1.235678791999817, 'learning_rate': 4.2584963954685893e-05, 'epoch': 46.79}      
{'loss': 0.0864, 'grad_norm': 1.0936630964279175, 'learning_rate': 4.232749742533471e-05, 'epoch': 46.99}      
{'loss': 0.0717, 'grad_norm': 1.3260525465011597, 'learning_rate': 4.207003089598353e-05, 'epoch': 47.19}      
{'loss': 0.0724, 'grad_norm': 0.9884896278381348, 'learning_rate': 4.181256436663234e-05, 'epoch': 47.39}      
{'loss': 0.0793, 'grad_norm': 1.2581989765167236, 'learning_rate': 4.1555097837281155e-05, 'epoch': 47.59}     
{'loss': 0.0826, 'grad_norm': 1.216404914855957, 'learning_rate': 4.129763130792997e-05, 'epoch': 47.79}       
{'loss': 0.0875, 'grad_norm': 1.5229936838150024, 'learning_rate': 4.104016477857879e-05, 'epoch': 47.99}      
{'loss': 0.071, 'grad_norm': 1.3622580766677856, 'learning_rate': 4.07826982492276e-05, 'epoch': 48.19}        
{'loss': 0.0755, 'grad_norm': 1.801784634590149, 'learning_rate': 4.0525231719876416e-05, 'epoch': 48.39}      
{'loss': 0.0753, 'grad_norm': 0.9821752309799194, 'learning_rate': 4.0267765190525234e-05, 'epoch': 48.59}     
{'loss': 0.081, 'grad_norm': 0.9388881325721741, 'learning_rate': 4.001029866117405e-05, 'epoch': 48.8}        
{'loss': 0.0847, 'grad_norm': 1.3606318235397339, 'learning_rate': 3.975283213182287e-05, 'epoch': 49.0}       
{'loss': 0.0698, 'grad_norm': 1.6238391399383545, 'learning_rate': 3.949536560247168e-05, 'epoch': 49.2}       
{'loss': 0.0719, 'grad_norm': 0.9397335052490234, 'learning_rate': 3.92378990731205e-05, 'epoch': 49.4}        
{'loss': 0.0741, 'grad_norm': 0.825332760810852, 'learning_rate': 3.898043254376931e-05, 'epoch': 49.6}        
{'loss': 0.0777, 'grad_norm': 1.3206008672714233, 'learning_rate': 3.872296601441813e-05, 'epoch': 49.8}       
{'loss': 0.0842, 'grad_norm': 1.765681505203247, 'learning_rate': 3.846549948506694e-05, 'epoch': 50.0}        
{'loss': 0.0684, 'grad_norm': 0.94217848777771, 'learning_rate': 3.820803295571576e-05, 'epoch': 50.2}         
{'eval_Hits@1': 0.034, 'eval_Hits@10': 0.166, 'eval_runtime': 10.3018, 'eval_samples_per_second': 48.535, 'eval_steps_per_second': 0.388, 'epoch': 50.2}                                                                      
{'loss': 0.0718, 'grad_norm': 1.1542677879333496, 'learning_rate': 3.7950566426364574e-05, 'epoch': 50.4}      
{'loss': 0.0731, 'grad_norm': 0.9225786328315735, 'learning_rate': 3.769309989701339e-05, 'epoch': 50.6}       
{'loss': 0.0755, 'grad_norm': 0.6070641875267029, 'learning_rate': 3.74356333676622e-05, 'epoch': 50.8}        
{'loss': 0.0804, 'grad_norm': 0.7484283447265625, 'learning_rate': 3.7178166838311025e-05, 'epoch': 51.0}      
{'loss': 0.0644, 'grad_norm': 0.6945752501487732, 'learning_rate': 3.6920700308959835e-05, 'epoch': 51.2}      
{'loss': 0.0695, 'grad_norm': 0.6488261222839355, 'learning_rate': 3.666323377960865e-05, 'epoch': 51.41}      
{'loss': 0.0734, 'grad_norm': 0.6749888062477112, 'learning_rate': 3.640576725025747e-05, 'epoch': 51.61}      
{'loss': 0.0754, 'grad_norm': 1.7145923376083374, 'learning_rate': 3.6148300720906286e-05, 'epoch': 51.81}     
{'loss': 0.0795, 'grad_norm': 0.9845647215843201, 'learning_rate': 3.5890834191555103e-05, 'epoch': 52.01}     
{'loss': 0.0644, 'grad_norm': 1.3048936128616333, 'learning_rate': 3.5633367662203914e-05, 'epoch': 52.21}     
{'loss': 0.0697, 'grad_norm': 1.4312736988067627, 'learning_rate': 3.537590113285273e-05, 'epoch': 52.41}      
{'loss': 0.0706, 'grad_norm': 0.8438479900360107, 'learning_rate': 3.511843460350155e-05, 'epoch': 52.61}      
{'loss': 0.0754, 'grad_norm': 0.7196009159088135, 'learning_rate': 3.4860968074150365e-05, 'epoch': 52.81}     
{'loss': 0.076, 'grad_norm': 0.8023552894592285, 'learning_rate': 3.4603501544799175e-05, 'epoch': 53.01}      
{'loss': 0.0622, 'grad_norm': 1.1130949258804321, 'learning_rate': 3.434603501544799e-05, 'epoch': 53.21}      
{'loss': 0.0666, 'grad_norm': 1.1322413682937622, 'learning_rate': 3.408856848609681e-05, 'epoch': 53.41}      
{'loss': 0.0698, 'grad_norm': 0.8943407535552979, 'learning_rate': 3.3831101956745626e-05, 'epoch': 53.61}     
{'loss': 0.0719, 'grad_norm': 1.1005290746688843, 'learning_rate': 3.357363542739444e-05, 'epoch': 53.82}      
{'loss': 0.0764, 'grad_norm': 1.0762913227081299, 'learning_rate': 3.3316168898043254e-05, 'epoch': 54.02}     
{'loss': 0.0631, 'grad_norm': 1.442168951034546, 'learning_rate': 3.305870236869207e-05, 'epoch': 54.22}       
{'loss': 0.0635, 'grad_norm': 0.6709445714950562, 'learning_rate': 3.280123583934089e-05, 'epoch': 54.42}      
{'loss': 0.073, 'grad_norm': 0.715170681476593, 'learning_rate': 3.2543769309989705e-05, 'epoch': 54.62}       
{'loss': 0.0717, 'grad_norm': 1.1904475688934326, 'learning_rate': 3.2286302780638515e-05, 'epoch': 54.82}     
{'loss': 0.0708, 'grad_norm': 0.5819697380065918, 'learning_rate': 3.202883625128734e-05, 'epoch': 55.02}      
{'loss': 0.0599, 'grad_norm': 0.8643268346786499, 'learning_rate': 3.177136972193615e-05, 'epoch': 55.22}      
{'loss': 0.0653, 'grad_norm': 0.8143629431724548, 'learning_rate': 3.1513903192584967e-05, 'epoch': 55.42}     
{'loss': 0.0696, 'grad_norm': 0.8583421111106873, 'learning_rate': 3.125643666323378e-05, 'epoch': 55.62}      
{'loss': 0.0676, 'grad_norm': 1.0976676940917969, 'learning_rate': 3.09989701338826e-05, 'epoch': 55.82}       
{'loss': 0.0721, 'grad_norm': 0.7987308502197266, 'learning_rate': 3.074150360453141e-05, 'epoch': 56.02}      
{'loss': 0.0606, 'grad_norm': 0.7786186337471008, 'learning_rate': 3.0484037075180228e-05, 'epoch': 56.22}     
{'loss': 0.0662, 'grad_norm': 0.593793511390686, 'learning_rate': 3.0226570545829042e-05, 'epoch': 56.43}      
{'loss': 0.0689, 'grad_norm': 0.6997021436691284, 'learning_rate': 2.9969104016477862e-05, 'epoch': 56.63}     
{'loss': 0.0653, 'grad_norm': 0.9361247420310974, 'learning_rate': 2.9711637487126676e-05, 'epoch': 56.83}     
{'loss': 0.0674, 'grad_norm': 0.7932310104370117, 'learning_rate': 2.945417095777549e-05, 'epoch': 57.03}      
{'loss': 0.0617, 'grad_norm': 0.8106985688209534, 'learning_rate': 2.9196704428424303e-05, 'epoch': 57.23}     
{'loss': 0.0624, 'grad_norm': 0.674558699131012, 'learning_rate': 2.8939237899073124e-05, 'epoch': 57.43}      
{'loss': 0.0644, 'grad_norm': 0.7276521325111389, 'learning_rate': 2.8681771369721937e-05, 'epoch': 57.63}     
{'loss': 0.0688, 'grad_norm': 0.8630581498146057, 'learning_rate': 2.842430484037075e-05, 'epoch': 57.83}      
{'loss': 0.0662, 'grad_norm': 0.6712338924407959, 'learning_rate': 2.8166838311019568e-05, 'epoch': 58.03}     
{'loss': 0.0602, 'grad_norm': 0.4786083400249481, 'learning_rate': 2.7909371781668385e-05, 'epoch': 58.23}     
{'loss': 0.0643, 'grad_norm': 0.4346950948238373, 'learning_rate': 2.7651905252317202e-05, 'epoch': 58.43}     
{'loss': 0.0662, 'grad_norm': 1.2362170219421387, 'learning_rate': 2.7394438722966016e-05, 'epoch': 58.63}     
{'loss': 0.0658, 'grad_norm': 0.5242424607276917, 'learning_rate': 2.713697219361483e-05, 'epoch': 58.84}      
{'loss': 0.0626, 'grad_norm': 0.6683807373046875, 'learning_rate': 2.687950566426365e-05, 'epoch': 59.04}      
{'loss': 0.0583, 'grad_norm': 0.6825426816940308, 'learning_rate': 2.6622039134912464e-05, 'epoch': 59.24}     
{'loss': 0.061, 'grad_norm': 0.8790532350540161, 'learning_rate': 2.6364572605561277e-05, 'epoch': 59.44}      
{'loss': 0.0636, 'grad_norm': 0.4014100134372711, 'learning_rate': 2.610710607621009e-05, 'epoch': 59.64}      
{'loss': 0.0662, 'grad_norm': 1.2503092288970947, 'learning_rate': 2.584963954685891e-05, 'epoch': 59.84}      
{'loss': 0.0665, 'grad_norm': 1.4516795873641968, 'learning_rate': 2.5592173017507725e-05, 'epoch': 60.04}     
{'loss': 0.0588, 'grad_norm': 0.3560197353363037, 'learning_rate': 2.533470648815654e-05, 'epoch': 60.24}      
{'eval_Hits@1': 0.026, 'eval_Hits@10': 0.176, 'eval_runtime': 10.3604, 'eval_samples_per_second': 48.261, 'eval_steps_per_second': 0.386, 'epoch': 60.24}                                                                     
{'loss': 0.0611, 'grad_norm': 0.7361385226249695, 'learning_rate': 2.5077239958805353e-05, 'epoch': 60.44}     
{'loss': 0.0611, 'grad_norm': 0.9741666316986084, 'learning_rate': 2.481977342945417e-05, 'epoch': 60.64}      
{'loss': 0.0621, 'grad_norm': 0.4964309334754944, 'learning_rate': 2.4562306900102987e-05, 'epoch': 60.84}     
{'loss': 0.0645, 'grad_norm': 1.372758150100708, 'learning_rate': 2.4304840370751804e-05, 'epoch': 61.04}      
{'loss': 0.0552, 'grad_norm': 0.4736376404762268, 'learning_rate': 2.404737384140062e-05, 'epoch': 61.24}      
{'loss': 0.0583, 'grad_norm': 0.8194559812545776, 'learning_rate': 2.3789907312049435e-05, 'epoch': 61.45}     
{'loss': 0.0615, 'grad_norm': 0.7686169147491455, 'learning_rate': 2.3532440782698252e-05, 'epoch': 61.65}     
{'loss': 0.0648, 'grad_norm': 0.9219452738761902, 'learning_rate': 2.3274974253347065e-05, 'epoch': 61.85}     
{'loss': 0.0617, 'grad_norm': 0.47091183066368103, 'learning_rate': 2.3017507723995882e-05, 'epoch': 62.05}    
{'loss': 0.0564, 'grad_norm': 0.7483566999435425, 'learning_rate': 2.2760041194644696e-05, 'epoch': 62.25}     
{'loss': 0.0575, 'grad_norm': 0.9332885146141052, 'learning_rate': 2.2502574665293513e-05, 'epoch': 62.45}     
{'loss': 0.0601, 'grad_norm': 0.5701866745948792, 'learning_rate': 2.2245108135942327e-05, 'epoch': 62.65}     
{'loss': 0.0644, 'grad_norm': 0.4774666130542755, 'learning_rate': 2.1987641606591144e-05, 'epoch': 62.85}     
{'loss': 0.0617, 'grad_norm': 0.7985121607780457, 'learning_rate': 2.1730175077239958e-05, 'epoch': 63.05}     
{'loss': 0.0542, 'grad_norm': 0.3897623121738434, 'learning_rate': 2.1472708547888775e-05, 'epoch': 63.25}     
{'loss': 0.0573, 'grad_norm': 0.5539267063140869, 'learning_rate': 2.121524201853759e-05, 'epoch': 63.45}      
{'loss': 0.0589, 'grad_norm': 1.2263261079788208, 'learning_rate': 2.0957775489186406e-05, 'epoch': 63.65}     
{'loss': 0.0624, 'grad_norm': 0.69938063621521, 'learning_rate': 2.0700308959835223e-05, 'epoch': 63.86}       
{'loss': 0.0611, 'grad_norm': 0.49233779311180115, 'learning_rate': 2.044284243048404e-05, 'epoch': 64.06}     
{'loss': 0.0561, 'grad_norm': 1.3971247673034668, 'learning_rate': 2.0185375901132853e-05, 'epoch': 64.26}     
{'loss': 0.0557, 'grad_norm': 0.4285838007926941, 'learning_rate': 1.992790937178167e-05, 'epoch': 64.46}      
{'loss': 0.0589, 'grad_norm': 0.45308637619018555, 'learning_rate': 1.9670442842430484e-05, 'epoch': 64.66}    
{'loss': 0.0604, 'grad_norm': 0.9082791805267334, 'learning_rate': 1.94129763130793e-05, 'epoch': 64.86}       
{'loss': 0.0589, 'grad_norm': 0.6159267425537109, 'learning_rate': 1.9155509783728115e-05, 'epoch': 65.06}     
{'loss': 0.0545, 'grad_norm': 0.3402998149394989, 'learning_rate': 1.8898043254376932e-05, 'epoch': 65.26}     
{'loss': 0.0594, 'grad_norm': 0.8129216432571411, 'learning_rate': 1.8640576725025746e-05, 'epoch': 65.46}     
{'loss': 0.058, 'grad_norm': 0.43250489234924316, 'learning_rate': 1.8383110195674563e-05, 'epoch': 65.66}     
{'loss': 0.058, 'grad_norm': 0.27796536684036255, 'learning_rate': 1.8125643666323376e-05, 'epoch': 65.86}     
{'loss': 0.0568, 'grad_norm': 1.042096495628357, 'learning_rate': 1.7868177136972193e-05, 'epoch': 66.06}      
{'loss': 0.0507, 'grad_norm': 0.8864789009094238, 'learning_rate': 1.7610710607621007e-05, 'epoch': 66.27}     
{'loss': 0.0561, 'grad_norm': 0.3528987169265747, 'learning_rate': 1.7353244078269824e-05, 'epoch': 66.47}     
{'loss': 0.0572, 'grad_norm': 0.4811434745788574, 'learning_rate': 1.709577754891864e-05, 'epoch': 66.67}      
{'loss': 0.0599, 'grad_norm': 0.5332078337669373, 'learning_rate': 1.683831101956746e-05, 'epoch': 66.87}      
{'loss': 0.0587, 'grad_norm': 0.9103681445121765, 'learning_rate': 1.6580844490216275e-05, 'epoch': 67.07}     
{'loss': 0.054, 'grad_norm': 0.5966550707817078, 'learning_rate': 1.632337796086509e-05, 'epoch': 67.27}       
{'loss': 0.0549, 'grad_norm': 0.7610074877738953, 'learning_rate': 1.6065911431513906e-05, 'epoch': 67.47}     
{'loss': 0.0575, 'grad_norm': 0.4673871099948883, 'learning_rate': 1.580844490216272e-05, 'epoch': 67.67}      
{'loss': 0.0588, 'grad_norm': 0.6370836496353149, 'learning_rate': 1.5550978372811537e-05, 'epoch': 67.87}     
{'loss': 0.0548, 'grad_norm': 0.8329047560691833, 'learning_rate': 1.529351184346035e-05, 'epoch': 68.07}      
{'loss': 0.0516, 'grad_norm': 0.39787185192108154, 'learning_rate': 1.5036045314109168e-05, 'epoch': 68.27}    
{'loss': 0.0548, 'grad_norm': 0.4853815734386444, 'learning_rate': 1.4778578784757981e-05, 'epoch': 68.47}     
{'loss': 0.0566, 'grad_norm': 0.3908235430717468, 'learning_rate': 1.4521112255406798e-05, 'epoch': 68.67}     
{'loss': 0.058, 'grad_norm': 0.4930151700973511, 'learning_rate': 1.4263645726055614e-05, 'epoch': 68.88}      
{'loss': 0.054, 'grad_norm': 0.41133347153663635, 'learning_rate': 1.4006179196704431e-05, 'epoch': 69.08}     
{'loss': 0.0495, 'grad_norm': 0.680248498916626, 'learning_rate': 1.3748712667353245e-05, 'epoch': 69.28}      
{'loss': 0.0552, 'grad_norm': 0.4444587826728821, 'learning_rate': 1.3491246138002062e-05, 'epoch': 69.48}     
{'loss': 0.0546, 'grad_norm': 0.6163328289985657, 'learning_rate': 1.3233779608650875e-05, 'epoch': 69.68}     
{'loss': 0.0591, 'grad_norm': 0.25040239095687866, 'learning_rate': 1.2976313079299692e-05, 'epoch': 69.88}    
{'loss': 0.0548, 'grad_norm': 0.4617757499217987, 'learning_rate': 1.2718846549948508e-05, 'epoch': 70.08}     
{'loss': 0.0479, 'grad_norm': 0.40630587935447693, 'learning_rate': 1.2461380020597323e-05, 'epoch': 70.28}    
{'eval_Hits@1': 0.036, 'eval_Hits@10': 0.176, 'eval_runtime': 10.393, 'eval_samples_per_second': 48.109, 'eval_steps_per_second': 0.385, 'epoch': 70.28}                                                                      
{'loss': 0.0543, 'grad_norm': 0.45857924222946167, 'learning_rate': 1.2203913491246139e-05, 'epoch': 70.48}    
{'loss': 0.0543, 'grad_norm': 0.5261351466178894, 'learning_rate': 1.1946446961894954e-05, 'epoch': 70.68}     
{'loss': 0.0568, 'grad_norm': 0.44298461079597473, 'learning_rate': 1.168898043254377e-05, 'epoch': 70.88}     
{'loss': 0.0539, 'grad_norm': 0.3257473111152649, 'learning_rate': 1.1431513903192585e-05, 'epoch': 71.08}     
{'loss': 0.0529, 'grad_norm': 0.3824095129966736, 'learning_rate': 1.11740473738414e-05, 'epoch': 71.29}       
{'loss': 0.0523, 'grad_norm': 0.30592283606529236, 'learning_rate': 1.0916580844490217e-05, 'epoch': 71.49}    
{'loss': 0.0527, 'grad_norm': 0.35593849420547485, 'learning_rate': 1.0659114315139033e-05, 'epoch': 71.69}    
{'loss': 0.0528, 'grad_norm': 0.47430291771888733, 'learning_rate': 1.0401647785787848e-05, 'epoch': 71.89}    
{'loss': 0.0529, 'grad_norm': 0.3454081118106842, 'learning_rate': 1.0144181256436663e-05, 'epoch': 72.09}     
{'loss': 0.0515, 'grad_norm': 0.5322129130363464, 'learning_rate': 9.886714727085479e-06, 'epoch': 72.29}      
{'loss': 0.0509, 'grad_norm': 0.3789447546005249, 'learning_rate': 9.629248197734294e-06, 'epoch': 72.49}      
{'loss': 0.0559, 'grad_norm': 0.6922156810760498, 'learning_rate': 9.371781668383111e-06, 'epoch': 72.69}      
{'loss': 0.0533, 'grad_norm': 0.5836716890335083, 'learning_rate': 9.114315139031926e-06, 'epoch': 72.89}      
{'loss': 0.0507, 'grad_norm': 0.476990282535553, 'learning_rate': 8.856848609680742e-06, 'epoch': 73.09}       
{'loss': 0.0517, 'grad_norm': 0.4018118977546692, 'learning_rate': 8.599382080329557e-06, 'epoch': 73.29}      
{'loss': 0.0503, 'grad_norm': 0.7100085616111755, 'learning_rate': 8.341915550978373e-06, 'epoch': 73.49}      
{'loss': 0.0515, 'grad_norm': 0.48187127709388733, 'learning_rate': 8.084449021627188e-06, 'epoch': 73.69}     
{'loss': 0.0536, 'grad_norm': 0.26775822043418884, 'learning_rate': 7.826982492276003e-06, 'epoch': 73.9}      
{'loss': 0.0533, 'grad_norm': 0.7834075093269348, 'learning_rate': 7.56951596292482e-06, 'epoch': 74.1}        
{'loss': 0.0496, 'grad_norm': 0.8811168074607849, 'learning_rate': 7.312049433573635e-06, 'epoch': 74.3}       
{'loss': 0.0504, 'grad_norm': 0.5118303894996643, 'learning_rate': 7.054582904222451e-06, 'epoch': 74.5}       
{'loss': 0.0519, 'grad_norm': 0.4486660957336426, 'learning_rate': 6.7971163748712666e-06, 'epoch': 74.7}      
{'loss': 0.0534, 'grad_norm': 0.3371162712574005, 'learning_rate': 6.539649845520082e-06, 'epoch': 74.9}       
{'loss': 0.0511, 'grad_norm': 0.33836376667022705, 'learning_rate': 6.282183316168898e-06, 'epoch': 75.1}      
{'loss': 0.0505, 'grad_norm': 0.4135255515575409, 'learning_rate': 6.024716786817714e-06, 'epoch': 75.3}       
{'loss': 0.0501, 'grad_norm': 0.4845324456691742, 'learning_rate': 5.76725025746653e-06, 'epoch': 75.5}        
{'loss': 0.0509, 'grad_norm': 0.45325320959091187, 'learning_rate': 5.509783728115345e-06, 'epoch': 75.7}      
{'loss': 0.0511, 'grad_norm': 0.33312302827835083, 'learning_rate': 5.252317198764161e-06, 'epoch': 75.9}      
{'loss': 0.0524, 'grad_norm': 0.7119436264038086, 'learning_rate': 4.994850669412977e-06, 'epoch': 76.1}       
{'loss': 0.0491, 'grad_norm': 0.4391680061817169, 'learning_rate': 4.737384140061792e-06, 'epoch': 76.31}      
{'loss': 0.05, 'grad_norm': 0.41897884011268616, 'learning_rate': 4.4799176107106075e-06, 'epoch': 76.51}      
{'loss': 0.0486, 'grad_norm': 0.3100287616252899, 'learning_rate': 4.222451081359424e-06, 'epoch': 76.71}      
{'loss': 0.0481, 'grad_norm': 0.41577404737472534, 'learning_rate': 3.964984552008239e-06, 'epoch': 76.91}     
{'loss': 0.0492, 'grad_norm': 0.5000126957893372, 'learning_rate': 3.707518022657055e-06, 'epoch': 77.11}      
{'loss': 0.049, 'grad_norm': 0.3803779184818268, 'learning_rate': 3.4500514933058703e-06, 'epoch': 77.31}      
{'loss': 0.0475, 'grad_norm': 1.1666390895843506, 'learning_rate': 3.192584963954686e-06, 'epoch': 77.51}      
{'loss': 0.0484, 'grad_norm': 0.4591731131076813, 'learning_rate': 2.935118434603502e-06, 'epoch': 77.71}      
{'loss': 0.0518, 'grad_norm': 0.44686824083328247, 'learning_rate': 2.6776519052523173e-06, 'epoch': 77.91}    
{'loss': 0.0489, 'grad_norm': 0.49525827169418335, 'learning_rate': 2.420185375901133e-06, 'epoch': 78.11}     
{'loss': 0.0464, 'grad_norm': 0.4160361886024475, 'learning_rate': 2.1627188465499485e-06, 'epoch': 78.31}     
{'loss': 0.0482, 'grad_norm': 0.5877099633216858, 'learning_rate': 1.9052523171987643e-06, 'epoch': 78.51}     
{'loss': 0.0493, 'grad_norm': 0.5634673833847046, 'learning_rate': 1.6477857878475798e-06, 'epoch': 78.71}     
{'loss': 0.0499, 'grad_norm': 0.3998183608055115, 'learning_rate': 1.3903192584963954e-06, 'epoch': 78.92}     
{'loss': 0.046, 'grad_norm': 0.3331940472126007, 'learning_rate': 1.132852729145211e-06, 'epoch': 79.12}       
{'loss': 0.0456, 'grad_norm': 0.24639193713665009, 'learning_rate': 8.753861997940269e-07, 'epoch': 79.32}     
{'loss': 0.0466, 'grad_norm': 0.3992823362350464, 'learning_rate': 6.179196704428424e-07, 'epoch': 79.52}      
{'loss': 0.0517, 'grad_norm': 0.3442144989967346, 'learning_rate': 3.604531410916581e-07, 'epoch': 79.72}      
{'loss': 0.0498, 'grad_norm': 0.39705759286880493, 'learning_rate': 1.0298661174047374e-07, 'epoch': 79.92}    
100%|██████████████████████████████████████████████████████████████████| 39840/39840 [6:20:47<00:00,  1.87it/s]There were missing keys in the checkpoint model loaded: ['encoder.embed_tokens.weight', 'decoder.embed_tokens.weight', 'lm_head.weight'].
{'train_runtime': 22853.3175, 'train_samples_per_second': 222.998, 'train_steps_per_second': 1.743, 'train_loss': 0.3140033411722346, 'epoch': 80.0}
100%|██████████████████████████████████████████████████████████████████| 39840/39840 [6:20:52<00:00,  1.74it/s]
100%|████████████████████████████████████████████████████████████████████████| 146/146 [06:44<00:00,  2.77s/it]
{'test_Hits@1': 0.0003219402264312926, 'test_Hits@10': 0.0018243279497773246, 'test_runtime': 407.4545, 'test_samples_per_second': 45.74, 'test_steps_per_second': 0.358}
